Year,(semi-) final,Edition,Jury or Televoting,From country,To country,Points      ,Duplicate
1969,f,1969f,J,Ireland,France,4,
1969,f,1969f,J,Ireland,Portugal,0,
1969,f,1969f,J,Ireland,Finland,1,
1969,f,1969f,J,Italy,Yugoslavia,0,
1969,f,1969f,J,Italy,Luxembourg,0,
1969,f,1969f,J,Italy,Spain,0,
1969,f,1969f,J,Italy,Monaco,4,
1969,f,1969f,J,Italy,Ireland,0,
1969,f,1969f,J,Italy,Italy,0,x
1969,f,1969f,J,Italy,United Kingdom,3,
1969,f,1969f,J,Italy,Netherlands,3,
1969,f,1969f,J,Italy,Sweden,0,
1969,f,1969f,J,Italy,Belgium,0,
1969,f,1969f,J,Italy,Switzerland,0,
1969,f,1969f,J,Italy,Norway,0,
1969,f,1969f,J,Italy,Germany,0,
1969,f,1969f,J,Italy,France,0,
1969,f,1969f,J,Italy,Portugal,0,
1969,f,1969f,J,Italy,Finland,0,
1969,f,1969f,J,United Kingdom,Yugoslavia,0,
1969,f,1969f,J,United Kingdom,Luxembourg,0,
1969,f,1969f,J,United Kingdom,Spain,0,
1969,f,1969f,J,United Kingdom,Monaco,0,
1969,f,1969f,J,United Kingdom,Ireland,1,
1969,f,1969f,J,United Kingdom,Italy,0,
1969,f,1969f,J,United Kingdom,United Kingdom,0,x
1969,f,1969f,J,United Kingdom,Netherlands,0,
1969,f,1969f,J,United Kingdom,Sweden,0,
1969,f,1969f,J,United Kingdom,Belgium,3,
1969,f,1969f,J,United Kingdom,Switzerland,2,
1969,f,1969f,J,United Kingdom,Norway,0,
1969,f,1969f,J,United Kingdom,Germany,0,
1969,f,1969f,J,United Kingdom,France,4,
1969,f,1969f,J,United Kingdom,Portugal,0,
1969,f,1969f,J,United Kingdom,Finland,0,
1969,f,1969f,J,Netherlands,Yugoslavia,0,
1969,f,1969f,J,Netherlands,Luxembourg,1,
1969,f,1969f,J,Netherlands,Spain,0,
1969,f,1969f,J,Netherlands,Monaco,2,
1969,f,1969f,J,Netherlands,Ireland,1,
1969,f,1969f,J,Netherlands,Italy,0,
1969,f,1969f,J,Netherlands,United Kingdom,1,
1969,f,1969f,J,Netherlands,Netherlands,0,x
1969,f,1969f,J,Netherlands,Sweden,1,
1969,f,1969f,J,Netherlands,Belgium,1,
1969,f,1969f,J,Netherlands,Switzerland,0,
1969,f,1969f,J,Netherlands,Norway,0,
1969,f,1969f,J,Netherlands,Germany,0,
1969,f,1969f,J,Netherlands,France,2,
1969,f,1969f,J,Netherlands,Portugal,0,
1969,f,1969f,J,Netherlands,Finland,1,
1969,f,1969f,J,Sweden,Yugoslavia,0,
1969,f,1969f,J,Sweden,Luxembourg,0,
1969,f,1969f,J,Sweden,Spain,0,
1969,f,1969f,J,Sweden,Monaco,2,
1969,f,1969f,J,Sweden,Ireland,1,
1969,f,1969f,J,Sweden,Italy,0,
1969,f,1969f,J,Sweden,United Kingdom,5,
1969,f,1969f,J,Sweden,Netherlands,0,
1969,f,1969f,J,Sweden,Sweden,0,x
1969,f,1969f,J,Sweden,Belgium,0,
1969,f,1969f,J,Sweden,Switzerland,0,
1969,f,1969f,J,Sweden,Norway,1,
1969,f,1969f,J,Sweden,Germany,0,
1969,f,1969f,J,Sweden,France,1,
1969,f,1969f,J,Sweden,Portugal,0,
1969,f,1969f,J,Sweden,Finland,0,
1969,f,1969f,J,Belgium,Yugoslavia,1,
1969,f,1969f,J,Belgium,Luxembourg,1,
1969,f,1969f,J,Belgium,Spain,3,
1969,f,1969f,J,Belgium,Monaco,1,
1969,f,1969f,J,Belgium,Ireland,0,
1969,f,1969f,J,Belgium,Italy,0,
1969,f,1969f,J,Belgium,United Kingdom,0,
1969,f,1969f,J,Belgium,Netherlands,1,
1969,f,1969f,J,Belgium,Sweden,0,
1969,f,1969f,J,Belgium,Belgium,0,x
1969,f,1969f,J,Belgium,Switzerland,1,
1969,f,1969f,J,Belgium,Norway,0,
1969,f,1969f,J,Belgium,Germany,1,
1969,f,1969f,J,Belgium,France,0,
1969,f,1969f,J,Belgium,Portugal,1,
1969,f,1969f,J,Belgium,Finland,0,
1969,f,1969f,J,Switzerland,Yugoslavia,0,
1969,f,1969f,J,Switzerland,Luxembourg,0,
1969,f,1969f,J,Switzerland,Spain,0,
1969,f,1969f,J,Switzerland,Monaco,0,
1969,f,1969f,J,Switzerland,Ireland,3,
1969,f,1969f,J,Switzerland,Italy,0,
1969,f,1969f,J,Switzerland,United Kingdom,0,
1969,f,1969f,J,Switzerland,Netherlands,4,
1969,f,1969f,J,Switzerland,Sweden,0,
1969,f,1969f,J,Switzerland,Belgium,2,
1969,f,1969f,J,Switzerland,Switzerland,0,x
1969,f,1969f,J,Switzerland,Norway,0,
1969,f,1969f,J,Switzerland,Germany,0,
1969,f,1969f,J,Switzerland,France,1,
1969,f,1969f,J,Switzerland,Portugal,0,
1969,f,1969f,J,Switzerland,Finland,0,
1969,f,1969f,J,Norway,Yugoslavia,0,
1969,f,1969f,J,Norway,Luxembourg,0,
1969,f,1969f,J,Norway,Spain,1,
1969,f,1969f,J,Norway,Monaco,0,
1969,f,1969f,J,Norway,Ireland,0,
1969,f,1969f,J,Norway,Italy,0,
1969,f,1969f,J,Norway,United Kingdom,0,
1969,f,1969f,J,Norway,Netherlands,1,
1969,f,1969f,J,Norway,Sweden,3,
1969,f,1969f,J,Norway,Belgium,2,
1969,f,1969f,J,Norway,Switzerland,1,
1969,f,1969f,J,Norway,Norway,0,x
1969,f,1969f,J,Norway,Germany,1,
1969,f,1969f,J,Norway,France,0,
1969,f,1969f,J,Norway,Portugal,0,
1969,f,1969f,J,Norway,Finland,1,
1969,f,1969f,J,Germany,Yugoslavia,0,
1969,f,1969f,J,Germany,Luxembourg,1,
1969,f,1969f,J,Germany,Spain,3,
1969,f,1969f,J,Germany,Monaco,0,
1969,f,1969f,J,Germany,Ireland,1,
1969,f,1969f,J,Germany,Italy,0,
1969,f,1969f,J,Germany,United Kingdom,1,
1969,f,1969f,J,Germany,Netherlands,0,
1969,f,1969f,J,Germany,Sweden,0,
1969,f,1969f,J,Germany,Belgium,0,
1969,f,1969f,J,Germany,Switzerland,2,
1969,f,1969f,J,Germany,Norway,0,
1969,f,1969f,J,Germany,Germany,0,x
1969,f,1969f,J,Germany,France,1,
1969,f,1969f,J,Germany,Portugal,0,
1969,f,1969f,J,Germany,Finland,1,
1969,f,1969f,J,France,Yugoslavia,0,
1969,f,1969f,J,France,Luxembourg,0,
1969,f,1969f,J,France,Spain,2,
1969,f,1969f,J,France,Monaco,0,
1969,f,1969f,J,France,Ireland,0,
1969,f,1969f,J,France,Italy,0,
1969,f,1969f,J,France,United Kingdom,0,
1969,f,1969f,J,France,Netherlands,6,
1969,f,1969f,J,France,Sweden,0,
1969,f,1969f,J,France,Belgium,0,
1969,f,1969f,J,France,Switzerland,0,
1969,f,1969f,J,France,Norway,0,
1969,f,1969f,J,France,Germany,1,
1969,f,1969f,J,France,France,0,x
1969,f,1969f,J,France,Portugal,1,
1969,f,1969f,J,France,Finland,0,
1969,f,1969f,J,Portugal,Yugoslavia,3,
1969,f,1969f,J,Portugal,Luxembourg,0,
1969,f,1969f,J,Portugal,Spain,2,
1969,f,1969f,J,Portugal,Monaco,0,
1969,f,1969f,J,Portugal,Ireland,0,
1969,f,1969f,J,Portugal,Italy,1,
1969,f,1969f,J,Portugal,United Kingdom,1,
1969,f,1969f,J,Portugal,Netherlands,0,
1969,f,1969f,J,Portugal,Sweden,1,
1969,f,1969f,J,Portugal,Belgium,0,
1969,f,1969f,J,Portugal,Switzerland,0,
1969,f,1969f,J,Portugal,Norway,0,
1969,f,1969f,J,Portugal,Germany,0,
1969,f,1969f,J,Portugal,France,2,
1969,f,1969f,J,Portugal,Portugal,0,x
1969,f,1969f,J,Portugal,Finland,0,
1969,f,1969f,J,Finland,Yugoslavia,0,
1969,f,1969f,J,Finland,Luxembourg,0,
1969,f,1969f,J,Finland,Spain,0,
1969,f,1969f,J,Finland,Monaco,0,
1969,f,1969f,J,Finland,Ireland,3,
1969,f,1969f,J,Finland,Italy,1,
1969,f,1969f,J,Finland,United Kingdom,1,
1969,f,1969f,J,Finland,Netherlands,0,
1969,f,1969f,J,Finland,Sweden,3,
1969,f,1969f,J,Finland,Belgium,0,
1969,f,1969f,J,Finland,Switzerland,2,
1969,f,1969f,J,Finland,Norway,0,
1969,f,1969f,J,Finland,Germany,0,
1969,f,1969f,J,Finland,France,0,
1969,f,1969f,J,Finland,Portugal,0,
1969,f,1969f,J,Finland,Finland,0,x
1970,f,1970f,J,Netherlands,Netherlands,0,x
1970,f,1970f,J,Netherlands,Switzerland,2,
1970,f,1970f,J,Netherlands,Italy,0,
1970,f,1970f,J,Netherlands,Yugoslavia,0,
1970,f,1970f,J,Netherlands,Belgium,0,
1970,f,1970f,J,Netherlands,France,0,
1970,f,1970f,J,Netherlands,United Kingdom,3,
1970,f,1970f,J,Netherlands,Luxembourg,0,
1970,f,1970f,J,Netherlands,Spain,0,
1970,f,1970f,J,Netherlands,Monaco,0,
1970,f,1970f,J,Netherlands,Germany,0,
1970,f,1970f,J,Netherlands,Ireland,5,
1970,f,1970f,J,Switzerland,Netherlands,0,
1970,f,1970f,J,Switzerland,Switzerland,0,x
1970,f,1970f,J,Switzerland,Italy,0,
1970,f,1970f,J,Switzerland,Yugoslavia,0,
1970,f,1970f,J,Switzerland,Belgium,0,
1970,f,1970f,J,Switzerland,France,0,
1970,f,1970f,J,Switzerland,United Kingdom,2,
1970,f,1970f,J,Switzerland,Luxembourg,0,
1970,f,1970f,J,Switzerland,Spain,0,
1970,f,1970f,J,Switzerland,Monaco,1,
1970,f,1970f,J,Switzerland,Germany,1,
1970,f,1970f,J,Switzerland,Ireland,6,
1970,f,1970f,J,Italy,Netherlands,3,
1970,f,1970f,J,Italy,Switzerland,0,
1970,f,1970f,J,Italy,Italy,0,x
1970,f,1970f,J,Italy,Yugoslavia,0,
1970,f,1970f,J,Italy,Belgium,0,
1970,f,1970f,J,Italy,France,1,
1970,f,1970f,J,Italy,United Kingdom,2,
1970,f,1970f,J,Italy,Luxembourg,0,
1970,f,1970f,J,Italy,Spain,3,
1970,f,1970f,J,Italy,Monaco,0,
1970,f,1970f,J,Italy,Germany,1,
1970,f,1970f,J,Italy,Ireland,0,
1970,f,1970f,J,Yugoslavia,Netherlands,3,
1970,f,1970f,J,Yugoslavia,Switzerland,0,
1970,f,1970f,J,Yugoslavia,Italy,1,
1970,f,1970f,J,Yugoslavia,Yugoslavia,0,x
1970,f,1970f,J,Yugoslavia,Belgium,0,
1970,f,1970f,J,Yugoslavia,France,2,
1970,f,1970f,J,Yugoslavia,United Kingdom,4,
1970,f,1970f,J,Yugoslavia,Luxembourg,0,
1970,f,1970f,J,Yugoslavia,Spain,0,
1970,f,1970f,J,Yugoslavia,Monaco,0,
1970,f,1970f,J,Yugoslavia,Germany,0,
1970,f,1970f,J,Yugoslavia,Ireland,0,
1970,f,1970f,J,Belgium,Netherlands,0,
1970,f,1970f,J,Belgium,Switzerland,0,
1970,f,1970f,J,Belgium,Italy,0,
1970,f,1970f,J,Belgium,Yugoslavia,0,
1970,f,1970f,J,Belgium,Belgium,0,x
1970,f,1970f,J,Belgium,France,0,
1970,f,1970f,J,Belgium,United Kingdom,0,
1970,f,1970f,J,Belgium,Luxembourg,0,
1970,f,1970f,J,Belgium,Spain,0,
1970,f,1970f,J,Belgium,Monaco,1,
1970,f,1970f,J,Belgium,Germany,0,
1970,f,1970f,J,Belgium,Ireland,9,
1970,f,1970f,J,France,Netherlands,0,
1970,f,1970f,J,France,Switzerland,2,
1970,f,1970f,J,France,Italy,0,
1970,f,1970f,J,France,Yugoslavia,0,
1970,f,1970f,J,France,Belgium,3,
1970,f,1970f,J,France,France,0,x
1970,f,1970f,J,France,United Kingdom,2,
1970,f,1970f,J,France,Luxembourg,0,
1970,f,1970f,J,France,Spain,0,
1970,f,1970f,J,France,Monaco,2,
1970,f,1970f,J,France,Germany,0,
1970,f,1970f,J,France,Ireland,1,
1970,f,1970f,J,United Kingdom,Netherlands,1,
1970,f,1970f,J,United Kingdom,Switzerland,1,
1970,f,1970f,J,United Kingdom,Italy,0,
1970,f,1970f,J,United Kingdom,Yugoslavia,4,
1970,f,1970f,J,United Kingdom,Belgium,0,
1970,f,1970f,J,United Kingdom,France,0,
1970,f,1970f,J,United Kingdom,United Kingdom,0,x
1970,f,1970f,J,United Kingdom,Luxembourg,0,
1970,f,1970f,J,United Kingdom,Spain,0,
1970,f,1970f,J,United Kingdom,Monaco,0,
1970,f,1970f,J,United Kingdom,Germany,0,
1970,f,1970f,J,United Kingdom,Ireland,4,
1970,f,1970f,J,Luxembourg,Netherlands,0,
1970,f,1970f,J,Luxembourg,Switzerland,0,
1970,f,1970f,J,Luxembourg,Italy,0,
1970,f,1970f,J,Luxembourg,Yugoslavia,0,
1970,f,1970f,J,Luxembourg,Belgium,1,
1970,f,1970f,J,Luxembourg,France,0,
1970,f,1970f,J,Luxembourg,United Kingdom,2,
1970,f,1970f,J,Luxembourg,Luxembourg,0,x
1970,f,1970f,J,Luxembourg,Spain,2,
1970,f,1970f,J,Luxembourg,Monaco,0,
1970,f,1970f,J,Luxembourg,Germany,3,
1970,f,1970f,J,Luxembourg,Ireland,2,
1970,f,1970f,J,Spain,Netherlands,0,
1970,f,1970f,J,Spain,Switzerland,0,
1970,f,1970f,J,Spain,Italy,2,
1970,f,1970f,J,Spain,Yugoslavia,0,
1970,f,1970f,J,Spain,Belgium,0,
1970,f,1970f,J,Spain,France,0,
1970,f,1970f,J,Spain,United Kingdom,0,
1970,f,1970f,J,Spain,Luxembourg,0,
1970,f,1970f,J,Spain,Spain,0,x
1970,f,1970f,J,Spain,Monaco,1,
1970,f,1970f,J,Spain,Germany,4,
1970,f,1970f,J,Spain,Ireland,3,
1970,f,1970f,J,Monaco,Netherlands,0,
1970,f,1970f,J,Monaco,Switzerland,0,
1970,f,1970f,J,Monaco,Italy,0,
1970,f,1970f,J,Monaco,Yugoslavia,0,
1970,f,1970f,J,Monaco,Belgium,0,
1970,f,1970f,J,Monaco,France,2,
1970,f,1970f,J,Monaco,United Kingdom,4,
1970,f,1970f,J,Monaco,Luxembourg,0,
1970,f,1970f,J,Monaco,Spain,3,
1970,f,1970f,J,Monaco,Monaco,0,x
1970,f,1970f,J,Monaco,Germany,1,
1970,f,1970f,J,Monaco,Ireland,0,
1970,f,1970f,J,Germany,Netherlands,0,
1970,f,1970f,J,Germany,Switzerland,2,
1970,f,1970f,J,Germany,Italy,2,
1970,f,1970f,J,Germany,Yugoslavia,0,
1970,f,1970f,J,Germany,Belgium,0,
1970,f,1970f,J,Germany,France,0,
1970,f,1970f,J,Germany,United Kingdom,4,
1970,f,1970f,J,Germany,Luxembourg,0,
1970,f,1970f,J,Germany,Spain,0,
1970,f,1970f,J,Germany,Monaco,0,
1970,f,1970f,J,Germany,Germany,0,x
1970,f,1970f,J,Germany,Ireland,2,
1970,f,1970f,J,Ireland,Netherlands,0,
1970,f,1970f,J,Ireland,Switzerland,1,
1970,f,1970f,J,Ireland,Italy,0,
1970,f,1970f,J,Ireland,Yugoslavia,0,
1970,f,1970f,J,Ireland,Belgium,1,
1970,f,1970f,J,Ireland,France,3,
1970,f,1970f,J,Ireland,United Kingdom,3,
1970,f,1970f,J,Ireland,Luxembourg,0,
1970,f,1970f,J,Ireland,Spain,0,
1970,f,1970f,J,Ireland,Monaco,0,
1970,f,1970f,J,Ireland,Germany,2,
1970,f,1970f,J,Ireland,Ireland,0,x
1971,f,1971f,J,Austria,Austria,0,x
1971,f,1971f,J,Austria,Malta,4,
1971,f,1971f,J,Austria,Monaco,4,
1971,f,1971f,J,Austria,Switzerland,5,
1971,f,1971f,J,Austria,Germany,6,
1971,f,1971f,J,Austria,Spain,4,
1971,f,1971f,J,Austria,France,3,
1971,f,1971f,J,Austria,Luxembourg,2,
1971,f,1971f,J,Austria,United Kingdom,4,
1971,f,1971f,J,Austria,Belgium,3,
1971,f,1971f,J,Austria,Italy,4,
1971,f,1971f,J,Austria,Sweden,7,
1971,f,1971f,J,Austria,Ireland,7,
1971,f,1971f,J,Austria,Netherlands,6,
1971,f,1971f,J,Austria,Portugal,4,
1971,f,1971f,J,Austria,Yugoslavia,6,
1971,f,1971f,J,Austria,Finland,4,
1971,f,1971f,J,Austria,Norway,3,
1971,f,1971f,J,Malta,Austria,3,
1971,f,1971f,J,Malta,Malta,0,x
1971,f,1971f,J,Malta,Monaco,5,
1971,f,1971f,J,Malta,Switzerland,5,
1971,f,1971f,J,Malta,Germany,5,
1971,f,1971f,J,Malta,Spain,8,
1971,f,1971f,J,Malta,France,2,
1971,f,1971f,J,Malta,Luxembourg,7,
1971,f,1971f,J,Malta,United Kingdom,8,
1971,f,1971f,J,Malta,Belgium,2,
1971,f,1971f,J,Malta,Italy,6,
1971,f,1971f,J,Malta,Sweden,4,
1971,f,1971f,J,Malta,Ireland,6,
1971,f,1971f,J,Malta,Netherlands,2,
1971,f,1971f,J,Malta,Portugal,3,
1971,f,1971f,J,Malta,Yugoslavia,2,
1971,f,1971f,J,Malta,Finland,4,
1971,f,1971f,J,Malta,Norway,3,
1971,f,1971f,J,Monaco,Austria,5,
1971,f,1971f,J,Monaco,Malta,2,
1971,f,1971f,J,Monaco,Monaco,0,x
1971,f,1971f,J,Monaco,Switzerland,4,
1971,f,1971f,J,Monaco,Germany,7,
1971,f,1971f,J,Monaco,Spain,10,
1971,f,1971f,J,Monaco,France,8,
1971,f,1971f,J,Monaco,Luxembourg,6,
1971,f,1971f,J,Monaco,United Kingdom,8,
1971,f,1971f,J,Monaco,Belgium,5,
1971,f,1971f,J,Monaco,Italy,9,
1971,f,1971f,J,Monaco,Sweden,4,
1971,f,1971f,J,Monaco,Ireland,6,
1971,f,1971f,J,Monaco,Netherlands,6,
1971,f,1971f,J,Monaco,Portugal,6,
1971,f,1971f,J,Monaco,Yugoslavia,4,
1971,f,1971f,J,Monaco,Finland,4,
1971,f,1971f,J,Monaco,Norway,6,
1971,f,1971f,J,Switzerland,Austria,2,
1971,f,1971f,J,Switzerland,Malta,2,
1971,f,1971f,J,Switzerland,Monaco,10,
1971,f,1971f,J,Switzerland,Switzerland,0,x
1971,f,1971f,J,Switzerland,Germany,6,
1971,f,1971f,J,Switzerland,Spain,5,
1971,f,1971f,J,Switzerland,France,8,
1971,f,1971f,J,Switzerland,Luxembourg,3,
1971,f,1971f,J,Switzerland,United Kingdom,6,
1971,f,1971f,J,Switzerland,Belgium,4,
1971,f,1971f,J,Switzerland,Italy,8,
1971,f,1971f,J,Switzerland,Sweden,9,
1971,f,1971f,J,Switzerland,Ireland,3,
1971,f,1971f,J,Switzerland,Netherlands,5,
1971,f,1971f,J,Switzerland,Portugal,2,
1971,f,1971f,J,Switzerland,Yugoslavia,2,
1971,f,1971f,J,Switzerland,Finland,4,
1971,f,1971f,J,Switzerland,Norway,4,
1971,f,1971f,J,Germany,Austria,7,
1971,f,1971f,J,Germany,Malta,3,
1971,f,1971f,J,Germany,Monaco,10,
1971,f,1971f,J,Germany,Switzerland,6,
1971,f,1971f,J,Germany,Germany,0,x
1971,f,1971f,J,Germany,Spain,7,
1971,f,1971f,J,Germany,France,5,
1971,f,1971f,J,Germany,Luxembourg,2,
1971,f,1971f,J,Germany,United Kingdom,5,
1971,f,1971f,J,Germany,Belgium,2,
1971,f,1971f,J,Germany,Italy,6,
1971,f,1971f,J,Germany,Sweden,4,
1971,f,1971f,J,Germany,Ireland,4,
1971,f,1971f,J,Germany,Netherlands,4,
1971,f,1971f,J,Germany,Portugal,5,
1971,f,1971f,J,Germany,Yugoslavia,7,
1971,f,1971f,J,Germany,Finland,4,
1971,f,1971f,J,Germany,Norway,2,
1971,f,1971f,J,Spain,Austria,2,
1971,f,1971f,J,Spain,Malta,5,
1971,f,1971f,J,Spain,Monaco,2,
1971,f,1971f,J,Spain,Switzerland,2,
1971,f,1971f,J,Spain,Germany,8,
1971,f,1971f,J,Spain,Spain,0,x
1971,f,1971f,J,Spain,France,5,
1971,f,1971f,J,Spain,Luxembourg,4,
1971,f,1971f,J,Spain,United Kingdom,2,
1971,f,1971f,J,Spain,Belgium,2,
1971,f,1971f,J,Spain,Italy,6,
1971,f,1971f,J,Spain,Sweden,2,
1971,f,1971f,J,Spain,Ireland,5,
1971,f,1971f,J,Spain,Netherlands,5,
1971,f,1971f,J,Spain,Portugal,10,
1971,f,1971f,J,Spain,Yugoslavia,6,
1971,f,1971f,J,Spain,Finland,3,
1971,f,1971f,J,Spain,Norway,2,
1971,f,1971f,J,France,Austria,3,
1971,f,1971f,J,France,Malta,3,
1971,f,1971f,J,France,Monaco,8,
1971,f,1971f,J,France,Switzerland,6,
1971,f,1971f,J,France,Germany,8,
1971,f,1971f,J,France,Spain,10,
1971,f,1971f,J,France,France,0,x
1971,f,1971f,J,France,Luxembourg,5,
1971,f,1971f,J,France,United Kingdom,8,
1971,f,1971f,J,France,Belgium,5,
1971,f,1971f,J,France,Italy,9,
1971,f,1971f,J,France,Sweden,5,
1971,f,1971f,J,France,Ireland,7,
1971,f,1971f,J,France,Netherlands,7,
1971,f,1971f,J,France,Portugal,8,
1971,f,1971f,J,France,Yugoslavia,6,
1971,f,1971f,J,France,Finland,4,
1971,f,1971f,J,France,Norway,5,
1971,f,1971f,J,Luxembourg,Austria,2,
1971,f,1971f,J,Luxembourg,Malta,2,
1971,f,1971f,J,Luxembourg,Monaco,4,
1971,f,1971f,J,Luxembourg,Switzerland,2,
1971,f,1971f,J,Luxembourg,Germany,2,
1971,f,1971f,J,Luxembourg,Spain,4,
1971,f,1971f,J,Luxembourg,France,2,
1971,f,1971f,J,Luxembourg,Luxembourg,0,x
1971,f,1971f,J,Luxembourg,United Kingdom,4,
1971,f,1971f,J,Luxembourg,Belgium,2,
1971,f,1971f,J,Luxembourg,Italy,2,
1971,f,1971f,J,Luxembourg,Sweden,2,
1971,f,1971f,J,Luxembourg,Ireland,2,
1971,f,1971f,J,Luxembourg,Netherlands,2,
1971,f,1971f,J,Luxembourg,Portugal,5,
1971,f,1971f,J,Luxembourg,Yugoslavia,2,
1971,f,1971f,J,Luxembourg,Finland,2,
1971,f,1971f,J,Luxembourg,Norway,2,
1971,f,1971f,J,United Kingdom,Austria,3,
1971,f,1971f,J,United Kingdom,Malta,3,
1971,f,1971f,J,United Kingdom,Monaco,8,
1971,f,1971f,J,United Kingdom,Switzerland,6,
1971,f,1971f,J,United Kingdom,Germany,6,
1971,f,1971f,J,United Kingdom,Spain,7,
1971,f,1971f,J,United Kingdom,France,5,
1971,f,1971f,J,United Kingdom,Luxembourg,6,
1971,f,1971f,J,United Kingdom,United Kingdom,0,x
1971,f,1971f,J,United Kingdom,Belgium,6,
1971,f,1971f,J,United Kingdom,Italy,6,
1971,f,1971f,J,United Kingdom,Sweden,5,
1971,f,1971f,J,United Kingdom,Ireland,6,
1971,f,1971f,J,United Kingdom,Netherlands,5,
1971,f,1971f,J,United Kingdom,Portugal,6,
1971,f,1971f,J,United Kingdom,Yugoslavia,3,
1971,f,1971f,J,United Kingdom,Finland,10,
1971,f,1971f,J,United Kingdom,Norway,7,
1971,f,1971f,J,Belgium,Austria,3,
1971,f,1971f,J,Belgium,Malta,4,
1971,f,1971f,J,Belgium,Monaco,10,
1971,f,1971f,J,Belgium,Switzerland,3,
1971,f,1971f,J,Belgium,Germany,7,
1971,f,1971f,J,Belgium,Spain,4,
1971,f,1971f,J,Belgium,France,3,
1971,f,1971f,J,Belgium,Luxembourg,3,
1971,f,1971f,J,Belgium,United Kingdom,8,
1971,f,1971f,J,Belgium,Belgium,0,x
1971,f,1971f,J,Belgium,Italy,2,
1971,f,1971f,J,Belgium,Sweden,6,
1971,f,1971f,J,Belgium,Ireland,3,
1971,f,1971f,J,Belgium,Netherlands,2,
1971,f,1971f,J,Belgium,Portugal,4,
1971,f,1971f,J,Belgium,Yugoslavia,2,
1971,f,1971f,J,Belgium,Finland,10,
1971,f,1971f,J,Belgium,Norway,6,
1971,f,1971f,J,Italy,Austria,6,
1971,f,1971f,J,Italy,Malta,4,
1971,f,1971f,J,Italy,Monaco,4,
1971,f,1971f,J,Italy,Switzerland,7,
1971,f,1971f,J,Italy,Germany,6,
1971,f,1971f,J,Italy,Spain,5,
1971,f,1971f,J,Italy,France,4,
1971,f,1971f,J,Italy,Luxembourg,3,
1971,f,1971f,J,Italy,United Kingdom,3,
1971,f,1971f,J,Italy,Belgium,3,
1971,f,1971f,J,Italy,Italy,0,x
1971,f,1971f,J,Italy,Sweden,6,
1971,f,1971f,J,Italy,Ireland,6,
1971,f,1971f,J,Italy,Netherlands,2,
1971,f,1971f,J,Italy,Portugal,4,
1971,f,1971f,J,Italy,Yugoslavia,5,
1971,f,1971f,J,Italy,Finland,2,
1971,f,1971f,J,Italy,Norway,2,
1971,f,1971f,J,Sweden,Austria,4,
1971,f,1971f,J,Sweden,Malta,2,
1971,f,1971f,J,Sweden,Monaco,10,
1971,f,1971f,J,Sweden,Switzerland,4,
1971,f,1971f,J,Sweden,Germany,6,
1971,f,1971f,J,Sweden,Spain,6,
1971,f,1971f,J,Sweden,France,4,
1971,f,1971f,J,Sweden,Luxembourg,2,
1971,f,1971f,J,Sweden,United Kingdom,5,
1971,f,1971f,J,Sweden,Belgium,5,
1971,f,1971f,J,Sweden,Italy,7,
1971,f,1971f,J,Sweden,Sweden,0,x
1971,f,1971f,J,Sweden,Ireland,2,
1971,f,1971f,J,Sweden,Netherlands,6,
1971,f,1971f,J,Sweden,Portugal,2,
1971,f,1971f,J,Sweden,Yugoslavia,2,
1971,f,1971f,J,Sweden,Finland,4,
1971,f,1971f,J,Sweden,Norway,2,
1971,f,1971f,J,Ireland,Austria,6,
1971,f,1971f,J,Ireland,Malta,4,
1971,f,1971f,J,Ireland,Monaco,9,
1971,f,1971f,J,Ireland,Switzerland,5,
1971,f,1971f,J,Ireland,Germany,5,
1971,f,1971f,J,Ireland,Spain,9,
1971,f,1971f,J,Ireland,France,6,
1971,f,1971f,J,Ireland,Luxembourg,5,
1971,f,1971f,J,Ireland,United Kingdom,7,
1971,f,1971f,J,Ireland,Belgium,4,
1971,f,1971f,J,Ireland,Italy,6,
1971,f,1971f,J,Ireland,Sweden,3,
1971,f,1971f,J,Ireland,Ireland,0,x
1971,f,1971f,J,Ireland,Netherlands,5,
1971,f,1971f,J,Ireland,Portugal,3,
1971,f,1971f,J,Ireland,Yugoslavia,5,
1971,f,1971f,J,Ireland,Finland,6,
1971,f,1971f,J,Ireland,Norway,7,
1971,f,1971f,J,Netherlands,Austria,3,
1971,f,1971f,J,Netherlands,Malta,5,
1971,f,1971f,J,Netherlands,Monaco,9,
1971,f,1971f,J,Netherlands,Switzerland,5,
1971,f,1971f,J,Netherlands,Germany,5,
1971,f,1971f,J,Netherlands,Spain,6,
1971,f,1971f,J,Netherlands,France,9,
1971,f,1971f,J,Netherlands,Luxembourg,3,
1971,f,1971f,J,Netherlands,United Kingdom,5,
1971,f,1971f,J,Netherlands,Belgium,6,
1971,f,1971f,J,Netherlands,Italy,2,
1971,f,1971f,J,Netherlands,Sweden,9,
1971,f,1971f,J,Netherlands,Ireland,5,
1971,f,1971f,J,Netherlands,Netherlands,0,x
1971,f,1971f,J,Netherlands,Portugal,5,
1971,f,1971f,J,Netherlands,Yugoslavia,4,
1971,f,1971f,J,Netherlands,Finland,3,
1971,f,1971f,J,Netherlands,Norway,2,
1971,f,1971f,J,Portugal,Austria,5,
1971,f,1971f,J,Portugal,Malta,2,
1971,f,1971f,J,Portugal,Monaco,8,
1971,f,1971f,J,Portugal,Switzerland,6,
1971,f,1971f,J,Portugal,Germany,7,
1971,f,1971f,J,Portugal,Spain,7,
